category;text
Monica;Honey.
Monica;(entering with Erica and Chandler) Hey you guys.
Monica;I want you to meet someone really special. Phoebe, this is Erica. And this is the baby!
Monica;Joey. Erica, baby!
Monica;Everyone. Erica, baby!
Monica;Oh, I'm glad. Listen, I want to apologize about Chandler, though. I just did not see this coming.
Monica;What is with you?
Monica;Yeah, you miss alot, when you're moo-ing.
Monica;Oh! It was our pleasure. We are so much enjoying getting to know you.
Monica;How's that now?
Monica;Was he falsely accused of something? (They look hopeful)
Monica;Are you awake?
Monica;Alright, we don't know that it's him. I mean, it could be the football guy.
Monica;Alright, lets say that it is him, would we not want the baby? No! Would we treat him any differently?
Monica;How?
Monica;Yeah, but maybe we're just over-reacting.
Monica;Nope, she doesn't have to, I found out who the father is.
Monica;(smiling) No it's not.
Monica;The thing we never do.
Monica;Well, because every time we do, you make jokes about swinging and scare them away.
Monica;Ross, we're kind of in the middle of diner here.
Monica;No one wanted seconds, right?
Monica;I don't know who I'm happiest for...
Monica;No, no. It felt nice to acknowledge this. (pats Chandler on his leg)
Monica;Uhm the... the ministry... of names... bureau...
Monica;I'm sorry. It's just the idea of being an official Bing.
Monica;All right. I know you're not happy about us moving, but you're the only one who hasn't seen the house.
Monica;Joey, please come. It would mean so much to us.
Monica;See you guys later.
Monica;(to Joey) I'll pick you up at eleven. So glad you're coming.
Monica;Hey Pheebs.
Monica;Oh, I'm sorry, mrs Hannigan.
Monica;Phoebe!
Monica;You seriously changed your name to that?
Monica;Okay, so from now on we have to call you Princess Consuela?
Monica;Oh God. I'm so sorry.
Monica;But more importantly to full well-rounded lives.
Monica;Thank you for letting us see the house again.
Monica;Ah, so glad you decided to come.
Monica;No it's not. We had an inspection and they didn't find anything.
Monica;Maybe because it's you hung your head out of the window like a dog the whole ride here.
Monica;No it's not!
Monica;Oh Joey, look, we know you're having a hard time with this, but we really, we love it here.
Monica;Joey, we know that's you.
Monica;Oh, I love this street. The trees, the big front yards, the actual picket fences.
Monica;Hey, where have you been?
Monica;Joey, now that you're okay with the house, do you wanna go see your room?
Monica;No.
Monica;I guess. Why? Who's she with?
Monica;So what if he wants to sleep with her? I mean, she's single and he's cute.
Monica;Oh please! Yesterday on the subway? You couldn't stop staring at that woman with the big breasts the whole time.
Monica;Oh, sorry!
Monica;Hey, this afternoon you said you'd be supportive...
Monica;I know, but what are we gonna do? She really needs this job.
Monica;How is that gonna happen?
Monica;You mean the guy who kept calling you Ron?
Monica;Hey Phoebe. Hey, tell me what you think. All right. The house next door to the one that we're buying in Westchester? Just went on the market. I wanna take a look at it, but Chandler doesn't.
Monica;But what if it is better than ours? Should we at least look?
Monica;That's terrible!
Monica;Joey's gonna be 
Monica;Seriously, you don't think we should tell him?
Monica;What if he reads it in the paper?
Monica;Thanks.
Monica;Ours is so much better! This living room is smaller, the dining room looks like a cave! What a hole!
Monica;Love it!
Monica;They could be our neighbors, what are they like?
Monica;No, actually, we're buying the house next door. (Janice gasps)
Monica;(looks confused and scared) I don't know why.
Monica;Okay, the realtor said another couple made an offer. Maybe the Janice's won't get it! Maybe the other couple will.
Monica;(Thinks a little more) Okay, Okay, (clapping her hands) All right. What if we got both houses? Huh? We can turn this house into a guest house.
Monica;Okay, you come up with an idea.
Monica;But we love our house.
Monica;Okay, but if we don't get this house, she's stil gonna show up wherever we go! I mean, at least if she's here, it eliminates the element of suprise. I mean, never again will you have to hear the three words that make your balls jump back up inside your body. (She shows this with her index finger, mimicking it pushing something up)
Monica;Hey, Rach, you're leaving tomorrow, shouldn't you be packing?
Monica;Oh, yeah, right! And after I took a shower this morning I just threw my towel on the floor! Oh God, it hurts to even joke about it.
Monica;Ok, so you've done some good work! (pause) What about your carry-ons?
Monica;Oh my God! I have nothing left to teach you! (they hug)
Monica;Here, let me help you. (they both start opening boxes)
Monica;Oh, wow, can you believe you're like three weeks away?
Monica;You don't mind me touching your belly, do you?
Monica;Yeah, and I wanted her to get to know the doctors and get settled into the hotel.
Monica;Because we're moving in a couple of days and it just didn't make sense.
Monica;Ross! She's giving us her baby. She can eat you if she wants.
Monica;Oh, I know. I know. Hey, you know, you can take it if you want! The lease is still in Nana's name.
Monica;Yeah, it takes two incomes.
Monica;Oh, no. He doesn't have time for that. But if you want, you can go help him and Joey pack up the guest room.
Monica;Mhm, helpful brother - creepy loner at teen movie.
Monica;From?
Monica;All right, Rachel's party is in a couple of hours and there's a lot to do. Now, Ross, you got Geller blood, you're in charge of these yahoos!
Monica;Hey! Where's Mike?
Monica;Well, I thought this would be a great opportunity to use up all the food that I don't want to move to the new house with me! So, enjoy: smoke oyster casserole with a breakfast cereal crust, kidney beans in their own juices, and for dessert, a questionable orange.
Monica;Yeah.
Monica;Come here, I'll make you a drink.
Monica;Chandler? I was just in our bedroom and I found these (she holds the furry handcuffs) on my pillow.
Monica;What are you talking about? These aren't mine.
Monica;That would be a terrible punishment. But, I'm serious, I've never seen these before.
Monica;Rachel used to live in that room.
Monica;Joey's bare ass!
Monica;Yeah?
Monica;Sure.
Monica;No.
Monica;I know what you mean. You're like a sister to me too.
Monica;(having the same problem) You're the best friend I ever had.
Monica;What?
Monica;That is so sweet. (they hug)
Monica;(to Ross) So, I guess you're next. You're ready?
Monica;You cried yesterday at the six o'clock news.
Monica;Well, maybe she thought that with all of your history it could be, you know, implicit.
Monica;Yeah. Mine too.
Monica;"And say what? ""You owe me a goodbye"", I mean, he's got more pride than that."
Monica;I hope Ross isn't too upset.
Monica;Uh, where do you think you're going?
Monica;We're moving in a couple of days and we've got a lot of packing to do. It would be great if you guys could pitch in.
Monica;Oh no! You and Phoebe are gonna help me in here.
Monica;Okay, we're gonna start in the kitchen. Plates get put into plate protectors and stacked ten to a box. The silverware gets bundled in rubber bands and then bubble wrapped. Got it?
Monica;Good! Now I need you to be careful and efficient. And remember, if I am harsh with you, it is only because you are doing it wrong.
Monica;You did? How?
Monica;Oh my God! Let me see. (they all look at the pictures)
Monica;Nana liked it rough!
Monica;Erica, are you okay?
Monica;Oh my God!
Monica;She doesn't have a stomach ache, she's in labor.
Monica;All right, Chandler get the coats. Erica let's go. Phoebe and Joey, keep packing! Oh my God we're gonna have a baby. All right. We're gonna have a baby! OH MY GOD, WE'RE GONNA HAVE A BABY! Oh God, oh God, I got to sit down, I got to sit down. Ooh! (she's hyperventilating)
Monica;Okay, okay... Okay, I feel a little better.
Monica;Oh... Yes, I'm sure. Oh honey, let's go. Okay bye everyone.
Monica;Erica, are you okay?
Monica;Oh my God!
Monica;She doesn't have a stomach-ache. She's in labor!
Monica;Breathe, breathe, breathe... Good.
Monica;No, last time you said it like Dracula, and it scared her! Can I get you anything? You want some more ice chips?
Monica;Alright, I'll be right back.
Monica;To use the bathroom.
Monica;What?
Monica;What kind of social situation are you comfortable with?
Monica;You'll be fine. Nah, you won't, but I'll be back in two minutes.
Monica;It's just a little bit more, honey.
Monica;Oh! Oh my God! That is the most beautiful top of a head I have ever seen! Chandler, you have to see this!
Monica;Chandler, you don't wanna miss this. This is the birth of your child! It's the miracle of life!
Monica;It's a... It's a boy!
Monica;Oh, you did it!
Monica;(to her son) Oh, hey handsome! Oh, I'm gonna love you so much that no woman is ever gonna be good enough for you! (To Chandler, on the verge of tears) Oh, we are so lucky!
Monica;(To Erica) Oh my God, he's beautiful. Thank you so much.
Monica;I... I'm sorry, who should be along in a what now?
Monica;We only ordered one!
Monica;(to the doctor) Wait, did you know it was twins?
Monica;(to Erica) Anybody tell you?
Monica;This is unbelievable.
Monica;"What do you mean ""what do we do""?"
Monica;Chandler, you're panicking!
Monica;We can't split them up!
Monica;Okay, what if the person who adopts the other one is horrible?
Monica;Yeah, because I hear the king is looking to adopt.
Monica;"That doesn't matter! We have waited so long for this. I don't care if it's two babies. I don't care if it's three babies! I don't care if the entire cast of ""Eight is Enough"" comes out of there! We are taking them home, because they are our children!"
Monica;Okay!
Monica;Do you think they recognize each other from in there?
Monica;There's something that we wanna tell you. We decided to name the girl-baby Erica.
Monica;Son of a gun, it is!
Monica;Okay, well, bye!
Monica;We'll call you!
Monica;Oh, look at these little bunnies!
Monica;Okay.
Monica;Alright, let's see..
Monica;Yeah, I'm good.
Monica;Yes, it's twins!
Monica;(points at the baby she's holding) This is a boy, (points at the baby Chandler is holding) and that's a girl.
Monica;Yeah, we named the boy Jack after dad.
Monica;I'm just so glad you got to see the babies.
Monica;I love you.
Monica;Call us when you get there.
Monica;Now, that you can do.
Monica;Oh, great! Just what you want for a new house with infants. Bird feces.
Monica;Actually, I'm gonna go check on the twins.
Monica;Oh God! What did I just step on?
Monica;Oh..
Monica;I'm sorry, I didn't know to look for Chinese food on the floor.
Monica;Hello.
Monica;Oh my God! Ross, you wouldn't believe the cute little noises the twins are making. Listen.
Monica;Oh, I'm sorry. Shoot, they were doing it before.
Monica;Oh, wait, wait, wait! Here they go again.
Monica;Isn't that cute?
Monica;Oh, okay. Alright, it's flight 421. Leaves at 8:40.
Monica;That's what it says here. Flight 421, leaves at 8:40, Newark airport.
Monica;Newark airport. Why, where are you?
Monica;Hey! Did you find them?
Monica;Oh, well sure. This gotta be so hard. I'll do it. Gimme!
Monica;Alright. My job here is done.
Monica;Yeah, they were just slowing me down. Alright, I have to get back to the babies. I'll see you girls later.
Monica;Well, that's it. Everything's packed.
Monica;I know.
Monica;I put three lasagnas in your freezer.
Monica;Okay, please be careful with that. It was my grandmother's. Be careful.
Monica;If that falls off the truck, it wouldn't be the worst thing.
Monica;Oh, yeah, that's true.
Monica;Wait a minute. What about that summer during college that you lived with grandma, and you tried to make it as a dancer?
Monica;Oh, honey, I forgot. I promised Treeger that we'd leave our keys.
Monica;(crying) This is harder than I thought it would be.
Monica;We got some time.
Phoebe;Wait, does he eat chalk?
Phoebe;Just, 'cause, I don't want her to go through what I went through with Carl- oh!
Phoebe;No.
Phoebe;Ooh! Oh! (She starts to pluck at the air just in front of Ross.)
Phoebe;Fine! Be murky!
Phoebe;If I let go of my hair, my head will fall off.
Phoebe;(sings) Raindrops on roses and rabbits and kittens, (Rachel and Monica turn to look at her.) bluebells and sleighbells and- something with mittens... La la la la...something and noodles with string. These are a few...
Phoebe;(grins and walks to the kitchen and says to Chandler and Joey.) I helped!
Phoebe;What does that mean? Does he sell it, drink it, or just complain a lot? (Chandler doesn't know.)
Phoebe;Ooh, I just pulled out four eyelashes. That can't be good.
Phoebe;Oh, I wish I could, but I don't want to.
Phoebe;(singing) Love is sweet as summer showers, love is a wondrous work of art, but your love oh your love, your love...is like a giant pigeon...crapping on my heart. La-la-la-la-la- (some guy gives her some change and to that guy) Thank you. (sings) La-la-la-la...ohhh!
Phoebe;Oh no, don't hate, you don't want to put that out into the universe.
Phoebe;All right, c'mere, gimme your feet. (She starts massaging them.)
Phoebe;Give her a break, it's hard being on your own for the first time.
Phoebe;You're welcome. I remember when I first came to this city. I was fourteen. My mom had just killed herself and my step-dad was back in prison, and I got here, and I didn't know anybody. And I ended up living with this albino guy who was, like, cleaning windshields outside port authority, and then he killed himself, and then I found aromatherapy. So believe me, I know exactly how you feel.
Phoebe;(sings) I can't believe what I'm hearing here...
Phoebe;(sings) What I said you had...
Phoebe;Oh, was I doing it again?
Phoebe;Oh, yeah!
Phoebe;...Then I've already seen this one! (Turns off the TV.)
Phoebe;She's already fluffed that pillow... Monica, you know, you've already fluffed that- (Monica glares at her.) -but, it's fine!
Phoebe;Monica- Hi! Um, Monica, you're scaring me. I mean, you're like, you're like all chaotic and twirly. And not-not in a good way.
Phoebe;Yeah, it's beautiful.
Phoebe;No, look, don't touch that!
Phoebe;Doy! Probably right before she lost it!
Phoebe;(while everyone else is stunned) Ooh! I found it!
Phoebe;She is so great! I miss her.
Phoebe;Y'know, it's even worse when you're twins.
Phoebe;Yeah. We don't speak. She's like this high-powered, driven career type.
Phoebe;She's a waitress.
Phoebe;You know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato.
Phoebe;Okay!
Phoebe;(entering) Hi guys!
Phoebe;Um, not so good. He walked me to the subway and said 'We should do this again!'
Phoebe;Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha, I already am'.
Phoebe;Yeah- no- I'm just- it's, I haven't worked- It's my bank.
Phoebe;It's nothing, it's just- Okay. I'm going through my mail, and I open up their monthly, you know, STATEMENT-
Phoebe;- and there's five hundred extra dollars in my account.
Phoebe;Yes, 'cause now I have to go down there, and deal with them.
Phoebe;It's not mine, I didn't earn it, if I kept it, it would be like stealing.
Phoebe;Okay. Okay, let's say I bought a really great pair of shoes. Do you know what I'd hear, with every step I took? 'Not-mine. Not-mine. Not-mine.' And even if I was happy, okay, and, and skipping- 'Not-not-mine, not-not-mine, not-not-mine, not-not-mine'...
Phoebe;Okay. I'd- just- I'd never be able to enjoy it. It would be like this giant karmic debt.
Phoebe;Oh, I can't believe you! You've been so good, for three years!
Phoebe;Oh, no! I- I can't drink this now!
Phoebe;'Dear Ms. Buffay. Thank you for calling attention to our error. We have credited your account with five hundred dollars. We're sorry for the inconvenience, and hope you'll accept this- (Searches in her purse) -football phone as our free gift.' Do you believe this?! Now I have a thousand dollars, and a football phone!
Phoebe;Yes, yes! Like the man in the shoe!
Phoebe;From the nursery rhyme. 'There was a crooked man, Who had a crooked smile, Who lived in a shoe, For a... while...'
Phoebe;Hey, Lizzie.
Phoebe;I brought you alphabet soup.
Phoebe;"Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you. (She searches in her purse.)"
Phoebe;No, but would you like a thousand dollars and a football phone?
Phoebe;I know.
Phoebe;No, I want you to have it. I don't want it.
Phoebe;Oh, that's fine, no.
Phoebe;No. 'Cause you need that. No, it's okay, thanks.
Phoebe;Okay, alright, you buy me a soda, and then we're even. Okay?
Phoebe;Okay.
Phoebe;No, I'm fine.
Phoebe;Huh!
Phoebe;I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!
Phoebe;Does, um, anyone wanna see?
Phoebe;Yeah, 'cause otherwise someone might get what they actually ordered.
Phoebe;Does anyone want the rest of this Pop-Tart?
Phoebe;Sorry. ..Y'know, those stupid soda people gave me seven thousand dollars for the thumb.
Phoebe;And on my way over here, I stepped in gum. ...What is up with the universe?!
Phoebe;Wait, wait, I'm getting a deja vu...no, I'm not.
Phoebe;There it is!
Phoebe;You know.. you let your guard down, you start to really care about someone, and I just- I- (starts chewing her hair)
Phoebe;Did he mention us?
Phoebe;(shouting as he leaves) If you never smoke again I'll give you seven thousand dollars!
Phoebe;Okay, okay. If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!
Phoebe;(waking and startling them) Oh! What what what! ...Hi.
Phoebe;I got no sleep last night!
Phoebe;My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!
Phoebe;Thanks.
Phoebe;I remember the day I got my first pay check. There was a cave in in one of the mines, and eight people were killed.
Phoebe;I worked in a Dairy Queen, why?
Phoebe;(to Monica) Look, look, I have elbows! (They scream.)
Phoebe;Ooh! Ooh! And I brought Operation! But, um, I lost the tweezers, so we can't operate. But we can prep the guy!
Phoebe;You are just like Jack.
Phoebe;No, Jack and the Beanstalk.
Phoebe;Yeah, right! See, he gave up something, but then he got those magic beans. And then he woke up, and there was this, this big plant outside his window, full of possibilities and stuff.. And he lived in a village, and you live in the Village..
Phoebe;Oh, see, Jack did love the cow.
Phoebe;Floopy?
Phoebe;Oh, like that's a word.
Phoebe;Oh, well... 'cause.... you just... I don't like this question.
Phoebe;What?
Phoebe;I don't even have a 'pl'.
Phoebe;And-and a power tie?
Phoebe;Big Bird's friend.
Phoebe;Oh, I wanna see! Lemme see! Lemme see! (She runs up and takes the binoculars.)
Phoebe;Ooh, wait.. wait, I see a woman.
Phoebe;Definitely not his mother.
Phoebe;Oh, wait, she's walking across the floor.. she's walking.. she's walking.. she's going for the pizza- (Yelling) Hey, that's not for you, bitch! (Phoebe covers her mouth with her hand walks away from the window.)
Phoebe;Yeah?
Phoebe;Uh-huh.
Phoebe;Oh! Oh! Oh! Okay, fine, fine. Now I don't feel so bad about sleeping with Jason Hurley.
Phoebe;You'd already broken up.
Phoebe;A couple hours.
Phoebe;There he is! There he is!
Phoebe;Right- where we've been looking all night!
Phoebe;Oh, ok, you know what I don't get? The way guys can do so many mean things, and then not even care.
Phoebe;You know, if you want, I'll do it with you.
Phoebe;No, I mean you break up with Janice and I'll break up with Tony.
Phoebe;Yeah, I know, he's sweet, but it's just not fun anymore, you know? I don't know if it's me, or his hunger strike, or, I don't know.
Phoebe;(to Rachel) What's the matter? Why so scrunchy?
Phoebe;(rhythmically) Uh-huh, uh-huh.
Phoebe;Are you gonna go over there?
Phoebe;This is nice. We never do anything just the two of us.
Phoebe;Eww, I don't wanna do that.
Phoebe;Ok, have a good break-up.
Phoebe;Yeah, it was really hard.
Phoebe;Ok, you weren't there.
Phoebe;Ok, you can do this. It's just like pulling off a Band-aid. Just do it really fast, and then the wound is exposed.
Phoebe;Oh my god. (Chandler downs another espresso.) How many of those have you had?
Phoebe;Chandler, easy, easy. Go to your happy place. La la la la la la la.
Phoebe;All right.
Phoebe;Wait here. Breathe.
Phoebe;It's like a gift.
Phoebe;Oh, I'd like that.
Phoebe;(seeing Rachel's clothes) What a neat idea. All your clothes match. I'm gonna do this.
Phoebe;Hey, how'd it go?
Phoebe;Oh, he needed some time to grieve.
Phoebe;That oughta do it.
Phoebe;The exclamation point in the title scares me. (Gesturing) Y'know, it's not just Freud, it's Freud!
Phoebe;Oh, oh, but y'know, you always see these really beautiful women with these really nothing guys, you could be one of those guys.
Phoebe;Based on this play? ...Based on this play!
Phoebe;(reading Monica's palm) No, 'cause this line is passion, and this is... just a line.
Phoebe;Oh, yeah. That is not true. Ross, is this your fantasy?
Phoebe;(to Rachel) I can't believe you tried to move the green ottoman.
Phoebe;Yeah, you are, Monica. Remember when I lived with you? You were like, a little, y'know, (psycho) Ree! Ree! Ree! Ree!
Phoebe;Ree! Ree! Ree! Ree! Ree!
Phoebe;Seriously, what-what's the part?
Phoebe;No, I don't think this was your shot. I mean, I don't even think you just get one shot. I really believe big things are gonna happen for you, I do! You've gotta just keep thinking about the day that some kid is gonna run up to his friends and go 'I got the part! I got the part! I'm gonna be Joey Tribbiani's ass!'.
Phoebe;Hi. Um, I want to start with a song thats about that moment when you suddenly realize what life is all about. OK, here we go. (plays a chord, then the lights go out) OK, thank you very much.
Phoebe;Can I borrow the phone? I want to call my apartment and check on my grandma. (to Monica) What's my number?
Phoebe;Well, I never call me.
Phoebe;(at window) Eww, look. Ugly Naked Guy lit a bunch of candles.
Phoebe;Oh... Milwaukee.
Phoebe;Oh, Rachel.
Phoebe;(singing) New York City has no power, and the milk is getting sour. But to me it is not scary, 'cause I stay away from dairy.... la la la, la la, la la... (she writes the lyrics down)
Phoebe;About what?
Phoebe;What surprise party?
Phoebe;Well, he didn't tell me.
Phoebe;This is so typical. I'm always the last one to know everything.
Phoebe;"Yuh-huh! I was the last one to know when Chandler got bitten by the peacock at the zoo. I was the last one to know when you had a crush on Joey when he was moving in. (Monica gestures at Phoebe to shut up; Joey looks surprised but pleased) Looks like I was second to last."
Phoebe;Oh, poor little Tooty is scared to death. We should find his owner.
Phoebe;(stops at a door) Oh no, the Mendels, they hate all living things, right?
Phoebe;(trying to hold back the struggling cat) He seems to hate you. Are you sure?
Phoebe;Wait a minute. What's his name?
Phoebe;(the cat runs away from her) Oooh! You are a very bad man!
Phoebe;Alright. I looked all over the building and I couldn't find the kitty anywhere.
Phoebe;Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is Paolo.
Phoebe;(smiling) You betcha!
Phoebe;I know, I just want to bite his bottom lip. (Rachel looks at her) But I won't.
Phoebe;You know, did you ride mopeds? 'Cause I've heard... (they stare at her)... oh, I see... it's not about that right now. OK.
Phoebe;Oh, look look look. The last candle's about to burn out. 10, 9, 8, 7... (time lapse)... negative 46, negative 47, negative 48.... (someone blows it out, the room gets completely dark)
Phoebe;Thanks.
Phoebe;Yeah, I think so, yeah.
Phoebe;I dunno, 'cause you're smart, you're funny...
Phoebe;Yeah, you have homosexual hair.
Phoebe;Oh, that sucks!
Phoebe;Maybe that's 'cause she's not really gone.
Phoebe;Hm, I mean maybe no-one ever really goes. Ever since my mom died, every now and then, I get the feeling that she's like right here, y'know? (She circles her hand around her right shoulder. Chandler, sitting on her right, draws back nervously) Oh! And Debbie, my best friend from junior high- got struck by lightning on a miniature golf course- I always get this really strong Debbie vibe whenever I use one of those little yellow pencils, y'know? ...I miss her.
Phoebe;Thanks!
Phoebe;Y'know, I dunno who this is, but it's not Debbie. (Hands back the pencil)
Phoebe;(entering) Hi, sorry I'm late, I couldn't find my bearings.
Phoebe;What'd I say?
Phoebe;God, what a great day. ...What? Weather-wise!
Phoebe;Okay, don't worry, I'm just checking to see if the muscle's in spasm...huh.
Phoebe;You missed a belt loop.
Phoebe;Okay, it's in spasm.
Phoebe;Hey, look who's up! How do you feel?
Phoebe;Ooh! That's so nice...
Phoebe;Hey.
Phoebe;What were you modeling for?
Phoebe;You know, the asthma guy was really cute.
Phoebe;Yes, and her boyfriend. But we're celebrating Thanksgiving in December 'cause he is lunar.
Phoebe;Yeah. Oh, can I come?
Phoebe;Ooh, ooh! Why don't we invite her?
Phoebe;Oh, I believe it. I think the baby can totally hear everything. I can show you. Look, this will seem a little weird, but you put your head inside this turkey, and then we'll all talk, and you'll hear everything we say.
Phoebe;No, we were just laughing. You know, how laughter can be infectious.
Phoebe;Look out, incoming pumpkin pie!
Phoebe;(stirring pot) Ok, all done.
Phoebe;Oh, I'm sorry, oh, I just, I thought we could have them whipped and then add some peas and onions.
Phoebe;Well, 'cause then they'd be like my mom used to make them, you know, before she died.
Phoebe;Almost never.
Phoebe;Yeah, but did they have to shoot him down? I mean, that was just mean.
Phoebe;Ooh, ok, that's it. Enough with the keys. No one say keys.
Phoebe;Ooh.
Phoebe;Ugly Naked Guy's taking his turkey out of the oven. Oh my god. He's not alone. Ugly Naked Guy's having Thanksgiving dinner with Ugly Naked Gal.
Phoebe;It's nice that he has someone.
Phoebe;Ooh, you guys have to make a wish.
Phoebe;Come on, you know, Thanksgiving. Ooh, you got the bigger half. What'd you wish for?
Phoebe;That is so cruel! Why? Why would a parent name their child Bethel?
Phoebe;So you guys, I'm doing all new material tonight. I have twelve new songs about my mother's suicide, and one about a snowman.
Phoebe;Yeah, you wish!
Phoebe;Oh, oh, good.
Phoebe;(Takes mike) Thanks, hi. Um, I wanna start with a song that means a lot to me this time of year. (Shakes bell as an introduction) (Sung:)
Phoebe;(Sung)
Phoebe;(Sung)
Phoebe;Well, c'mon, if it's important enough to discuss while I'm playing, then I assume it's important enough for everyone else to hear!
Phoebe;Could you speak up please?
Phoebe;Okay, we're gonna take a short break. (Goes over to their table)
Phoebe;David's like, y'know, Scientist Guy. He's very methodical.
Phoebe;Me too! Oh! Did you ever see An Officer and a Gentleman?
Phoebe;Well, he's kinda like the guy I went to see that with. Except, except he-he's smarter, and gentler, and sweeter... I just- I just wanna be with him all the time. Day and night, and night and day... and special occasions...
Phoebe;No, no, no, no, no, no. Yeah, could I just?
Phoebe;Okay, alright, I have a question, then.
Phoebe;Um, were you planning on kissing me ever?
Phoebe;Sure.
Phoebe;Oh, David, I, I think you are a sweeping sorta fella. I mean, you're a sweeper! ...trapped inside a physicist's body.
Phoebe;Oh, yeah, oh, I'm sure of it. You should just do it, just sweep and throw me.
Phoebe;Oh yeah, right now.
Phoebe;Okay, now you're just kinda tidying.
Phoebe;I can hop. (She hops onto the table)
Phoebe;Oh, hi Max! Hey, do you know everybody?
Phoebe;No, no, he hasn't been around.
Phoebe;Minsk?
Phoebe;I know where Minsk is.
Phoebe;So when, when do you leave?
Phoebe;Hello?
Phoebe;Hi.
Phoebe;Um, well, Max told me about Minsk, so (Puts on a fake cheery voice) congratulations! This is so exciting!
Phoebe;Oh, you're not going? (Fake disappointed voice) Oh, why?
Phoebe;So-so you're really not going?
Phoebe;Oh don't do that.
Phoebe;Oh no no.
Phoebe;Oh, but I can't do that-
Phoebe;It's your thing, and-
Phoebe;Okay, um, stay.
Phoebe;Stay.
Phoebe;Getting so good at that! (She hops on)
Phoebe;And then... your face is bloated?
Phoebe;Hi, Max!
Phoebe;Are you alright?
Phoebe;You're going to Minsk.
Phoebe;Oh, you are so going to Minsk. You belong in Minsk. You can't stay here just 'cause of me.
Phoebe;Oh yes, yes, yes you can. Just say, um, 'Phoebe, my work is my life and that's what I have to do right now'. And I say 'your work?! Your work?! How can you say that?!'. And then you say, um, 'it's tearing me apart, but I have no choice. Can't you understand that?'. And I say (Hits him) 'no! No! I can't understand that!'.
Phoebe;Ooh, sorry. Um, and, and then you put your arms around me. And then you put your arms around me. (He does so) And, um, and then you tell me that you love me and you'll never forget me.
Phoebe;And then you say that it's almost midnight and you have to go because you don't wanna start the new year with me if you can't finish it. (They kiss) I'm gonna miss you. You scientist guy.
Phoebe;Everybody looks so happy. I hate that.
Phoebe;I dunno. I don't feel like kissing anyone tonight.
Phoebe;Do you think they have yesterday's daily news?
Phoebe;Just wanna check my horoscope, see if it was right.
Phoebe;Where? (Turns to face him) Ooh, come to Momma.
Phoebe;We should do something. Whistle.
Phoebe;Come on, do it.
Phoebe;Do it!
Phoebe;Do it do it do it!
Phoebe;I can't believe you did that!
Phoebe;I just wish there was something we could do. (Bends down and talks to him) Hello. Hello, Coma Guy. GET UP, YOU GIRL SCOUT! UP! UP! UP!
Phoebe;Maybe nobody's tried this.
Phoebe;Yeah, but did you see the dents in his knuckles? That means he's artistic.
Phoebe;Oh! And, he's the kinda guy who, when you're talking, he's listening, y'know, and not saying 'Yeah, I understand' but really wondering what you look like naked.
Phoebe;I know.
Phoebe;Yeah, we-we feel kinda responsible.
Phoebe;Hey hey hey! She's on!
Phoebe;Your mom was arrested?
Phoebe;What about Glen? He could be a Glen.
Phoebe;Ooh! How about Agamemnon?
Phoebe;I'm in.
Phoebe;Hi.
Phoebe;Nothing, I just thought I'd stop by.. y'know, after the uh... that I.. y'know, so what are you doing here?
Phoebe;No. (Monica brushes Coma Guy's hair in the other direction) No! No! ...So, um, do you think he's doing any better than he was this morning?
Phoebe;Really? Not even to, um, change his PAJAMAS?! (Whips back the sheet to reveal him wearing new pajamas.)
Phoebe;(Walks up with her guitar) Hey Rach.
Phoebe;Hello.
Phoebe;Going to the hospital tonight?
Phoebe;No, you?
Phoebe;Okay, maybe it was a trick question. (Plays a few chords) Um, Rachel can we do this now?
Phoebe;Thanks. Hi, um, 'kay. I'd like to start with a song that's about a man that I recently met, who's, um, come to be very important to me. (Monica gives her a look) 'Kay. (Sung:)
Phoebe;Alright, whadyou do with him?
Phoebe;Look at you! How, how do you feel?
Phoebe;I'm Phoebe Buffay.
Phoebe;Well, we both have.
Phoebe;Well, actually it's just from me.
Phoebe;You know who shaved you? That was me.
Phoebe;I sang. (To Monica) Hah!
Phoebe;You're welcome.
Phoebe;What, that's it?
Phoebe;I don't think you mean that.
Phoebe;Y'know what? We thought you were different. But I guess it was just the coma.
Phoebe;Ooh, this is cool...it says in some parts of the world, people actually eat the placenta. (Joey grimaces)
Phoebe;(softly) Sorry. (Camera pans back to Monica, still on phone)
Phoebe;Woo-hoo, first weekend away together!
Phoebe;Ok, thanks. (assistant leaves, then walks back in)
Phoebe;Oh, Paolo, hi, what are you doing here?
Phoebe;Well, Racquela's right, yeah!
Phoebe;Oh, okay, I don't know what you just said, so let's get started.
Phoebe;Um, that's really your decision, I mean, some people prefer, you know, to take off...oh whoops! You're being naked!
Phoebe;Fine!
Phoebe;Nothing, I'm sorry, I'm just, I'm out of sorts.
Phoebe;All right, you know Paolo?
Phoebe;Well, he made a move on me.
